Training Texts,Training Labels
"This film stars, among others, ""SlapChop"" Vince Offer (who also wrote, edited and directed) and Joey Buttafuoco--not exactly names that scream out ""quality"". And with such uplifting skits as ""Supermodels taking a dump"" (it's exactly what it sounds like), a guy who robs a sperm bank (the ""Rhymer""), necrophilia with a rotting corpse, black market fetuses (featuring a guy scooping what are supposed to be them out of a jar), lots and lots of gay jokes, a skit about a giant phallus who is a superhero and forced abortions. The skits are painfully unfunny (such as ""Batman and Rhymer""), the acting not good enough to be considered amateurish and the film is crude just for the sake of being crude...and stupid. I truly believe a group of 8 year-olds could have EASILY made a funnier film with the same budget.<br /><br />Apparently this film resulted in a lawsuit by ""Slap Shot"" Vince against the Scientologists. Frankly, I wouldn't know who to root for in this case!!! Apparently, he alleged that somehow Scientologists destroyed his reputation and sank this film. No matter that the film is repellent junk from start to finish and 99% unfunny (by comparison, Ebola is funnier)...and these are the nicest things I can say about the movie.<br /><br />By the way, that IS Bobby Lee (from ""Mad TV"") wearing a diaper and participating in the dumb fake porno film. It's amazing his career could overcome this.",0
"Here we have a movie which fails in pretty much every way it is possible for a movie to fail. Terrible script, lousy acting, amateurish directing, laughable special effects...it's just an utterly awful movie. Not to mention the fact that when you get to the end you'll realize the whole thing doesn't make a lick of sense. After spending the whole movie wondering what in the world is going on here when things are finally explained you realize the story has been built on a foundation which is ludicrously impossible. In one of those hideous ""villain explains the whole movie"" sequences we are told that our villain has done something which quite simply can't be done and which makes absolutely no sense whatsoever. Oh, and after that we see that there also appears to be some kind of jell-o monster involved. I'm sure Drew Barrymore would very much like to pretend this movie never happened. If for some ungodly reason you are ever tempted to sit down and watch this movie may I suggest instead taking that time to bang your head against a wall for 104 minutes. That would prove to be a much more pleasurable experience than sitting through this garbage.",0
"A friend of mine was in the cast as a FEDS agent (a non-speaking part, as I recall). He brought it over on DVD so I could see it. It was ""interesting"", but very much felt like an amateur film. A well made amateur film, though. Really boring and poorly written. It was probably fun to make and be involved in, but it definitely didn't deserve any kind of wide release. Maybe in Omaha they'd enjoy it, but this California girl was bored and honestly kind of embarrassed for my friend's involvement.<br /><br />If this film maker has made or makes any more films, he really should try to have a really interesting story line, and GOOD actors. I'm sure this was a great learning tool for them. I wish them luck in the future, and hope they can improve their film making.",0
"Ok, let me say that I didn't expect a film starring Jerry Springer to be cinematic gold, all I asked for was it to be cinematic...and it wasn't even that. It looked like someone's bad home movies. Poorly acted, scripted, and filled to the brim with nudity of the most unnattractive people I've ever seen.<br /><br />The film's ""plot"" focuses on a low-class family who decide to go on the ""Jerry Farrelly Show"" to discuss multiple affairs between a mother, daughter, stepfather and the daughter's fiancee. From there, the movie fizzles and develops into a unique experience: white-trash pornography. There's redneck sex, interacial sex, even sex between Jerry and his wife? (Yuk!) This film encouraged me to want to run out of the theater and get a second circumcision. At least it was mercifully short. Disgusting and degrading. African-Americans and working class America should be offended. (Howard Stern should be pleased however, he didn't squander his attempt for film stardom. His was smart, funny and entertaining)<br /><br />MY GRADE: F+ (the daughter was hot)",0
"This is very much a television version of the tale, the film starts out like an episode of 'Xena...', with little meaningful dialog or character description. It does get a bit more substantive after a while, but all characters are still cartoonish. <br /><br />Salma is the exotic beauty. Richard Harris is an evil and sexually repressed Frollo, fiending to bust a nut up in Salma. The other characters, including Quasimodo are quite forgettable. <br /><br />Its also a sorta liberal version of the story, Frollo is a suppressor of Enlightenment ideals, like the abbot in 'Name of the Rose', and Quasimodo is a champion of liberty. The shadowy side of the Quas character is ignored, though he does pour liquid led on people. He is really only an outsider in that he looks different and enjoys playing with bells more than the average person. <br /><br />Perhaps the film is intended for children, but I doubt it, considering Frollo flogs himself bloody to amend wanting to spank his monkey. A mostly uninteresting and forgettable, but not awful, and sometimes entertaining, rendition of the tale.",0
"This is not a good movie. Too preachy in parts and the story line was sub par. The 3D was OK, but not superb. I almost fell asleep in this movie.<br /><br />The story is about 3 young flies that want to have adventure and follow up on it. The characters are lacking, I truly do not care about these characters and feel that there was nothing to keep an adult interested. Pixar this is not.<br /><br />I would have liked to see more special 3D effects. Also I wold like to see more fly jokes than the mom constantly saying ""Lord of the flies"" Pretty sexist in showing the women as house wives and fainting.",0
"An Italian/American co-production co-starring Linda Blair and David 'The Hoff' Hasselhoff: how could any fan of trashy horror resist such a treat?<br /><br />Well, based on the uneventful, extremely tedious, and utterly nonsensical first forty minutes or so, I would have said 'very easily'; thankfully, however, things do eventually get a tad more entertaining with the introduction of several inventive death scenes, and for those lucky enough to find an uncut copy, a smattering of nudity too (unfortunately, my copy was optically edited to remove such offensive material).<br /><br />The Hoff stars as Gary, a photographer who accompanies his beautiful girlfriend Leslie (Leslie Cumming) to a run-down hotel on a seemingly deserted island in order to take pictures for her latest project, a book about witches; whilst there, frustrated Gary also hopes to try and cure a bad case of blue balls by relieving Leslie of her virginity.<br /><br />His plans for nookie are scuppered, however, by the unexpected arrival of property developers Freddie and Rose Brooks (Robert Champagne and Annie Ross), their pregnant daughter Jane (Blair), son Tommy (Michael Manchester), pretty nymphomaniac architect Linda Sullivan (Catherine Hickland), and estate agent Jerry (Rick Farnsworth), who have come to inspect the island's hotel.<br /><br />After explaining their unexpected presence on the island, Gary and Leslie are welcomed by the property's new owners, and when a violent storm suddenly picks up, making it perilous to return to the mainland, everyone agrees to spend the night in the old building. Unfortunately, unbeknownst to the hotel's new guests, the place is also home to the spirit of an evil witch (Hildegard Knef), who requires human sacrifices in order to bring herself back to life. One by one, victims are pulled into a swirling red vortex (which is guaranteed to provide unintentional laughs), before meeting a terrible fate.<br /><br />None of this makes much sense, and the acting is atrocious (Manchester as Tommy is particularly bad, whilst Hasselhoff proves to be one of the better performers, which speaks volumes about the others), but those viewers who make it past the dreary first half are rewarded with some pretty decent moments of gore: Rose has her lips sewn together, before being roasted alive in a fireplace; Jerry is crucified and burnt alive; Linda is tortured by hags and impaled on a swordfish(!!); Freddie's veins pulsate and erupt in geysers of blood; and Gary gets stabbed in the back.<br /><br />Oh, and Leslie is raped by a guy with no lips and Blair gets possessed (again).",0
"This movie must have been the absolute worst movie i have ever seen. My sister and her boyfriend went to rent Zodiac (2007) and got this one by accident. thought it was a joke before the actual movie. this was terrible i was waiting for it to get scary and it never did. this movie had not actual facts about the real Zodiac killer. The filmmakers clearly didn't even bother to research anything on the killings... they only liked the name... so they decided to write a script about nothing true to its name. I am upset i didn't realize it wasn't the movie sooner. I try to like something out of every movie, i don't hate movies... ever... except this one. If you could have given it no stars, i definitely would have. 1 out of 10.",0
"I sat down to watch this movie with my friends with very low expectations. My expectations were no where near low enough. I honestly could not tell what genre this movie was from watching it, and if it was a comedy, the humor was completely missed. The plot was nonexistent and the acting was horrendous. My friends and I managed to watch approximately 30 to 40 minutes of this film before we turned it off and promptly begged the video store to take it back. I do NOT recommend this movie to anyone unless you are purposely trying to watch the worst movies of all time. I honestly don't know how this film lasted more than a day in theatres and moreover I can not understand why anyone would willing watch it, considering not only it's very uninteresting title but also the lack of any famous actors/actresses in it's cast. This review is not a joke and I honestly think this could possibly be the worst movie ever made. It's certainly the worst movie I've ever had to sit through.",0
"From the Q & A before and after, this is what I could gather: Some Irish guy wants to make a movie. Nothing in particular, just any movie. So, one night at a party, he hears some ex-roadie tell him a classic bit of rock n' roll lore; the one about how Gram Parsons' corpse was stolen from LAX by his loyal roadie so he could honor Parsons' wishes that he be cremated out in JoshuaTree. Wow!<br /><br />What a great idea for a movie! Rock n' Roll (well, country), grave robbing, escapes, friendship, the 70's! I guess we could get Johnny Knoxville from ""Jackass"", cause it's kind of a prank, right, and Knoxville wants to do ""a movie"" too. Why he must have thought he had the next ""Snatch"" on his hand!<br /><br />But this story's not really that exciting...we need something for Knoxville to struggle against.like a psychotic girlfirend after his money! But Parsons' was married at the time. That's O.K., no one knows that. Besides we could get Christina Applegate. But what if the audience doesn't like the idea of stealing a corpse.well, we'll get his dad to join the chase, but give permission in the end. But Parsons' dad killed himself when he was 10, in fact his orphan status, and tragic childhood, are key parts of the Parsons Mythology. Mythology? We're making ""A Movie!"" This is creative problem solving.<br /><br />It's an uncomfortable experience for anybody even vaguely knowledgeable on or interested in the subject. Applegate's presence is doubling jarring. First her invented character is a Beverly Hills bitch before her time -she might as well have walked around the whole movie a cell phone in her hand, and secondly, what kind of man would Parsons be if he ever associated himself with that kind of harpy? Facts aren't just distorted or left out, but REVERSED. They could have easily found the villain they wanted in Parsons STEPfather, who was attempting to whisk the body back to his home state where law would favor him in dividing up the considerable inheritance.<br /><br />And the music, oh, the music I love. The music is hacked up (the bridge of a song here, the chorus there), forced to the background, and in the end, horribly covered by the hippest new indie band, Starsailor. My girlfriend asked the unnecessary, but irresistable question after the movie --was anyone up there, the writer, the producers, the director, actually a Gram Parson's fan? Well, no. He'd never actually heard of Gram Parsons, but of course, blah blah blah, I learned to love it, and here's some factoids I read in a bio online. Another guy vouched for Parsons' coolness by saying he and Keith Richards tripped on acid together and wrote ""Wild Horses"" together, a mixed up bunch of facts as off-base as the movie. Another person asked, wasn't it morally questionable to rewrite history when most people would only know about it from this film? Well, he had the real roadie's permission (he was even set) and the Parsons estate gave permission, and all these other people who got paychecks said it was great.<br /><br />But what I really wondered was, and asked in the embarassingly trembling voice of a truly impassioned Parsons geek, was, if the movie's so cheaply made (a million), had they not considered the original Gram Parsons fanbase as an audience? The director and writer seemed to think he was a nothing figure with no fanbase, though I doubt any Mojo magazine reading, country-rock 70's music fan would agree. But a bunch of Brits made it I guess, and they just didn't care about Cosmic American Music, or even knew it existed. This isn't just not a truthful Parsons flick, it's not even in the right spirit -it doesn't even fit the legend. At the very least it should have had the sentimentality of one of his songs. And plenty of people would love to be told.<br /><br />I should mention the movie was received well from the bunch of stoned college kids, just off the slopes, and into Johnny Knoxville. But if you're a Parsons fan ignore the title, it's just a movie for Jackass fans.",0
"A cheesy, compellingly awful (and NOT in a fun way) C Grade movie. Everything shouts 'amateur', from the crumby script (bizarre premises, limited coherence and predictable endings; the turgid lighting, sound and hand-held wobbly camera angles; the coy and passe sexual inneundo and references; the patchy and unbelievable dialgoue to the Z rate acting. I saw it on DVD and kept hoping Edward Wood would pop out. All is forgiven - your Worst Films are works of art, and more coherent than this twaddle.<br /><br />But still, preferable to the warbling 'Every night in my dreams I hear you' - are you sure the Titanic crew weren't involved in this on the side?",0
"This movie does not rock, as others have said. I found it really boring and silly. The story is about this metal high school kid who idolizes this really bad heavy metal singer. The singer dies, but not before making one last album that is to be played over the radio at, of course, midnight on Halloween (which would actually make it November 1st, a much less potent date to be sure). The kid gets a copy of the record and it contains secret hidden back-play messages. It also is the key that opens the door so that the really bad metal singer can return to bring havoc and death to the world. <br /><br />The first part of this film is not a horror film at all, but rather an After School Special. We see the metal kid (the outsider) tormented over and over by the popular kids. And he fails to learn the most important lesson in high school movies: When the cool kids who bully you suddenly invite you to a party, DON'T GO! It is a trap. Especially if it is a pool party. Anybody surprised when he ends up in the water?? It was such an After School Special that I kept waiting for Melissa Sue Anderson to show up and teach Jody Foster a lesson.<br /><br />So back to the horror part of the film. So this metal kid gets some powers and instead of using them to kill the bully boys (which would have made much more sense), he freaks out and tries to protect all of the bully boys and girls from harm. What? A sensitive hero? What fun is that in a horror movie? Thank goodness Carrie White did not follow this lesson. He actually tries to PREVENT having the music played at the Halloween Dance, the very music that could unleash a power to kill all the kids who had been mean to him. If it were me, I would have put that music on, and pronto. <br /><br />The rest of the movie is about this metal kid going around town trying to kill the horrible metal star he idolized. Why not partner with him and REALLY do some damage. Why you ask? It seems he is in love with one of the popular girls and does not want her hurt..more appropriate for a Molly Ringwald film. Is this a horror film or an episode of Beauty and the Beast? The movie just goes on and on at this point, with no scares, horror, or anything worth watching. If you went to high school in the late 80s like I did, this movie is fun to have a little flashback to fashions and big hair, but that is it for this film. Skip it and stay home and just listen to some KISS.",0
"Remakes (and sequels) have been a staple of Cinema from the beginning of the media. It is pretty much a hit or miss venture though. If you take what's good of the original and build upon it and update key features too current standards, you can have a success. Note, such films like THE THIEF OF BAGDAD (1924/1940) or KING KONG (1933/2005) succeeded in their attempts. Others like KING KONG (1976) fail, miserably.<br /><br />BRIEF ENCOUNTER (1945) is the template for this film. It is as perfect as could be made on such a subject and we rate it IMDb**********Ten. The story is simple, Love, innocently found by accident and tragically lost. Why, it just happened for the two (2) principals involved at the wrong time. These are portrayed in a convincing and sensitive manner by TREVOR HOWARD and CECILIA JOHNSON. Neither are conventionally leading Star material, but quality Character Actors. For the details watch the film.<br /><br />Now what went wrong? A T.V. Movie, remade practically scene for scene with name actors RICHARD BURTON and SOPHIA LOREN should have at least scored IMDb******Six. Both actors though appear disinterested, just showing up to punch their time-clocks and pick up their checks. Neither are involved with their characters or with each other. You do not believe they are in Love or when they finally separate it is any great loss to either of them. That should not be and that's why it fails in its intent. Sometimes it is just better to leave things alone.",0
"Just the fact that the cover is a drawing, like those old B-movies should give you a warning about the quality of this movie. This is, however not a B-movie. It is a D-movie! <br /><br />There are no known actors, and the animals - WOW - it is the worst data-animation ever made during the last two decades. <br /><br />You hardly ever see the SCAAARY sabretooth shown on the front cover. You just hear people scream, bleed and die and you occasionally see a teeth or a tiger-paw. It's so amateur! Maybee worth seeing, just because it's so bad. Give it to a friend and say: ""This is the best movie I have ever seen, and wait for their reaction"" He, he. <br /><br />The movie is to weak to give it a Spoiler Alert! THIS IS A SPOILER.",0
"In a recent biography of Alec Guinness I couldn't find too much about To Paris With Love. I'm sure Guinness did the film to get a free trip to Paris out of it. The film has no other reason for existence.<br /><br />Paris of course is nicely photographed with that wonderful opening of Guinness and his son driving down the Champs Elysee with the Arc De Triomphe in the background. Unfortunately it goes downhill from there.<br /><br />There is just no chemistry at all between Guinness and the young girl who he has a brief fling with in Paris. According to the recent biography of Guinness by Piers Paul Read, Guinness positively disliked the girl, found her conduct unprofessional. As to what Odile Vernois thought of her co-star, no record is available. They have as much chemistry as two neutered cats.<br /><br />Guinness does have a good moment in the film which was straight from one of his Ealing comedies as he climbs a tree trying to retrieve a badminton shuttlecock. But I wouldn't wait through the film for it.<br /><br />At least Alec got a trip to Paris out of the deal.",0
"This is perhaps the worst attempt at a Zombie film I have ever had the misfortune to see. Terrible, terrible, terrible. Any review found on this site is obviously the work of either the filmmaker, the filmmakers family, or a friend of the filmmaker. How does this film suck? Let us count the ways...<br /><br />The plot? Incoherent. Dialogue? Atrocious. I will not slam the effects/gore, as I understand that this is low budget. But was there even one zombie that was not obese? C'mon! And for a film set in Rhode Island, why did that truck sport a Massachusetts plate? Continuity, find some.<br /><br />The Girl dancing while the soldier ""Stands at attention"". Please, don't put your ex-girlfriend or buddy's sister in your movie naked. This was an ugly movie filled with ugly people, and has no business even mentioning Romero on the cover. Next time you decide to make a movie, don't.",0
"""Dahmer"" is an interesting film although I wouldn't use ""horror"" or ""thriller"" do describe it. It's more a minor character study that seems oddly sympathetic of the killer.<br /><br />Jeremy Renner portrays serial killer Jeffrey Dahmer, who drugged, murdered and dismembered his male victims. The film centers on the relationship between Dahmer and ""Rodney"", well-played by Artel Kayàru. <br /><br />Rodney is almost the more interesting character: enamored of Dahmer and having once escaped an attack, he returns to Dahmer for sex and survives a second attack.<br /><br />I think the film is disjointed because it does little to portray Dahmer's formative years, how events may have created the human monster we see on screen and offers no insight into Dahmer's belief that he could create sexual zombies of his victims.<br /><br />The roles are well played but the story is thin.",0
"This tear-teaser, written by Steve Martin himself, is so unbelievably bad, it makes you sick to your stomach!<br /><br />The plot is pathetic, the acting awful, and the dialogue is even more predictable than the ending.<br /><br />Avoid at all costs!",0
"There are two groups of people...those who love every Fellini movie they see and normal people. While I will admit that I have really enjoyed some of his films, I can also honestly say that I can't stand some of them. My opinion, by the way, is not just some knee-jerk reaction--I have seen most of Fellini's films and have also seen many films by the world's most famous directors. With this in mind, I feel that the most overrated and annoying directors can be both Godard and Fellini. They both have delighted in the bizarre and often unwatchable and yet have received gobs of accolades from reviewers and the ""intelligensia"", while the average person would never sit through some of their films. Heck, even a person who loves international cinema would generally be left out in the cold when seeing some of these films. So, since only a small clique actually watches their films and they are already predisposed to seeing the directors as geniuses, it's not surprising that their films are so often praised--it's like a cult! If you don't believe me, think about many of Godard's films such as FIRST NAME CARMEN or ALPHAVILLE,...or what about FELLINI SATYRICON or JULIET OF THE SPIRITS? These films abound with boredom, weirdness and incomprehensibility. Now I am NOT saying a film can't be weird (after all I love HAPPINESS OF THE KATAKURIS and SHAOLIN SOCCER), but it must be watchable!<br /><br />Now on to this movie. Somehow, Fellini has managed to make a story about a sexually compulsive man completely boring and unsexy. This is no small task--it took a lot of work to make this so unwatchable. Instead of cheap sexual thrills, the sex acts are choreographed in a silly and annoying way while the character of Casanova is buried under so much makeup and prosthetics that Donald Sutherland looks like a ghoul. I know some of this must have been Fellini's intention, but many viewers will be left completely bored by this sterile performance--especially since Sutherland's lines are all poorly dubbed into Italian and so he neither looks nor sounds like himself! Unfortunately, when the movie is not wrapped up in these boring sexual escapades, there really isn't anything else to watch.<br /><br />An interesting note about the first sexual conquest shown in this dull movie is that the actress looks amazingly like a younger version of Fellini's wife, Giulietta Masina. Considering that in addition to this, that in previous decades Fellini had Masina play characters such as a prostitute and a horribly abused woman, it seems like he may have truly hated his wife and was having this acted out on screen. I read a bit about them and their tempestuous relationship and it seems to bear this out as well. This is about the only aspect of this turgid film that I found at all interesting. Don't say I didn't warn you!",0
"This is not a good movie. It's disjointed, all the acting is bad, and has a lame story you've seen a thousand times done much better else where. Not to mention you can see every plot point coming from a mile away. Worst of all, no one bothered to tell Lonette Mckee she can't sing. But who cares, she's sooooo damn good looking. But I digress, nothing new here. Bottom-line, hot girl group gets taken advantage of, some one gets hooked on drugs, someone gets hooked on a guy, some one gets the hell out, and then the horrible stuff happens. Surprise, surprise. Welcome to the music business. I can't believe so many people out there think this is a good movie. So many of you seem to want to use a sliding scale when it comes to grading Black Movies. I don't play that! If you want to support these films by going to see them - great! If you enjoyed it - super! To each his own. But don't try to tell me it was good. Pleeeease! I wish colored folks would not fawn over these kind of movies just because they feature black actors. Wanna see a good African-American movie? See Love Jones. Ray. Or The Color Purple. Those would be great movies no matter what the color of the actors skin. Why? Because they told compelling stories with great acting, that made you feel something long after you left the theater. Just because it's our experience does not automatically make it a good film. It's only good -- when it's good. Period.",0
"Normally when I write a review for a movie online, it is for one of three reasons. Either, I have found something exceptionally lacking in a film that otherwise would have been excellent, I feel that the public's perception of a film before viewing it is inaccurate for a number of reasons, or I believe that the purpose or message of a film needs to be clarified or explained with the help of other reviewers. While all of these reasons may appear to be somewhat negative, I find that writing a review that lavishes nothing but praise and statements such as, ""This is one of the best films of all time!"", does nothing to enlighten a potential viewer on its merits and downsides, nor does it often give reasoning as to why a movie is so good, which should be the point of the review in the first place. With that being said, War of the Worlds is nothing more than a hurried, incompetent attempt at a money grab; piggy-backing its loathsome carcass on the multi-million dollar advertising campaign of the film of the same name directed by Steven Spielberg. Many people will buy this DVD in anticipation of the summer blockbuster and many more poor souls will buy it looking for more material on the same subject. This movie is not even ""so bad"" that it becomes funny or endearing, rather the audience will be so unbelievably disappointed as to reach the point of anger. Now with most of the insults out of the way, allow me to give some arguments as a warning to those more fortunate than I. <br /><br />Judging from the cover and the lack of any publicity for this film (I found it as SAM's Club for 8 bucks), I assumed that the cast would be no-names and that the special effects would be nothing too spectacular. Check. This is not a big deal for me, as I find a large budget and an over-reliance on big name stars and SE can diminish an otherwise decent movie. I also did not expect to be blown away by great dialog or a moving score. Check again. What I did hope for was an actual serious attempt at a classic theme and a few alien/battle scenes. <br /><br />Now, as per IMDb's policy any spoilers must be announced in advance, no matter how small, so here is fair warning. The movie opens with a lot of inane small-talk, followed by a trip to an observatory to look at a red dot. Seriously, it is a pictures of a red dot in a tube. It is very hard to describe every little issue in depth, but by the end of the first ten minutes, the combination of shaky camera-work, spliced scenes, and a LOT of walking begin to frustrate the viewer. However, the costuming is surprisingly not bad and the hope that the pods will reveal something mysterious keeps you going. The next 30 minutes basically go as follows: one of the main characters walks to one of the pods, he looks at the pods and talks to another main character about looking at the pod and it may be hot. They both walk back to town. These walks aren't two seconds or added so that dialog may be exchanged. They are twenty seconds or more and are there simply to add filler to an already bloated three hour movie. In a particularly grueling scene, the main character is shown looking at a pod, then he is shown pacing and panting, then he looks at the pod, then he takes a one minute walk through a field to town, then comes in to town and walks into a building, then he has a cup of coffee and says ""Thank you Mary"" to a random maid that serves him coffee, then he puts down the coffee and walks out the building, then he walks a minutes through the field and back to the pod. I apologize for the extreme run-on sentence, but it is perhaps the best way to summarize this entire film. Characters speak way too long about mundane things, they walk a lot, they send other people to walk, the camera fluctuates between high speed and slow speed, but for no dramatic effect, simply the camera man is a sophomore at Tech somewhere. The editing is mind-bogglingly bad. People actions make little sense. For instance, when the professor goes to a farmer's house and says that he needs the farmer to give him a ride to town, the farmer stutters and paces around. When the professor says that there is a pod and that men might be trapped inside, the farmer locks him in a shed only to see the professor grab a pitchfork and open the weak shed a second later. Nothing of any consequence of course comes from this entire scene, as the professor runs into the main character a moment later so they can begin their afternoon walk. The entire film feels as if someone at one point had a good idea about making a film, but absolutely no idea how to put that in motion. I have seen better high school video productions. Finally, the special effects are laughable and do nothing to advance the story. I get the feeling that the director really wanted this film to become somewhat of a cult classic of campy garbage. However, it is so awful in technical aspects, and in sheer common sense that it only makes people mad. Avoid this film at all costs.",0
"If you've ever been harassed on the Underground by a Christian who says, ""Jesus is the answer. What's the question?"", then perhaps you should thank God if you've never met a Lacanian. Slavoj Zizek, the most evangelical of Lacanians, would surely exchange the word ""Jesus"" in that statement for ""Lacan/Hegel"".<br /><br />Zizek's star burns brightly at the moment, no doubt because we generally view films and pop culture purely as entertainment for our consumption. So it seems impressive when someone - anyone - comes along and says, ""Hang on, films may say something about ourselves.""<br /><br />The ideas Zizek expounds in this film are ""true"" purely because he says so. For example, Zizek explains that three Marx Bros are the ego, superego and id (God knows what happened to Zeppo, or Gummo  perhaps they're the sinthome...or is that movies themselves?). This is simply what they are. In Zizek's output, culture is not there to be investigated but merely to be held as an example of his ideology. People may object that he certainly has something to say - but how different is what he says from the Christian attributing everything to God's will?<br /><br />What's wrong with taking examples, from films or anywhere, to illustrate theory? Well, nothing at all. As Zizek seems to believe, they may even serve as a proof. However, it is merely cant and propaganda when these examples are isolated from their context. Without context, you can say and prove anything you want. For Zizek, Lacan is the answer  so he goes and makes an example of it. Everything but everything resembles the teachings of the Master and culture is there to bear this out, to serve this ideology. For instance, Zizek's exemplar of the fantasy position of the voyeur is taken from a scene in Vertigo when Jimmy Stewart spies on Kim Novak in a flower shop. But, in the context of the film, this is not a voyeur's fantasy position at all. Stewart has been deliberately led there by Novak. This presentation of examples isolated from their context continues throughout Zizek's two hour and a half cinematic sermon.<br /><br />His analysis of the ""baby wants to f---"" scene in Blue Velvet is laughable. Touching lightly on what he appears to consider to be the horrific (to the masculine) truth of ""feminine jouissance"", Zizek says that Isabella Rossilini's character not only demands her degradation but is, unconsciously, in charge of the situation. This is an example of her ""jouissance"". Well ... possibly. But - sorry to be prosaic - where is the evidence for this? In the film, she partially undergoes her humiliations because Hopper has kidnapped her son. Zizek may object that she also evidently enjoys rough sex with Kyle MacLachalan. But this may be due to any number of things. Isn't that the point of so-called feminine ""jouissance""? According to Lacan, feminine jouissance, unlike phallic jouissance, cannot be articulated, it is beyond the phallic capture and castration of language. If this is right, then no example can be made of it. It also means that the entire concept is non-sensical and entirely mystical. It can only be designated by dogmatists such as Zizek: ""There's feminine jouissance for you! Why is this feminine jouissance? Because I say so."" <br /><br />What example can really be garnered from these films? Only Zizek's psychology. Why does he keep inserting himself into his favourite films, even to the point that, when in a boat on Botega Bay, he says he wants to f--- Rod Steiger too? Is this not the wish-fulfilment of someone who spends his life critiquing films? As the saying goes, Freud would have a field day with The Pervert's Guide to the Cinema - but with Zizek himself, nobody else.<br /><br />Zizek's theory that films show us how we desire may be right on the face of it, but these films cannot be strict universal examples of psychoanalytical laws. This film illustrates how Zizek desires and only extremely vaguely - as to be almost useless - how the rest of us desire. For, as any psychoanalyst knows, how we desire and what we desire cannot be fully separated - and cannot be easily universalised, if at all. Zizek's love of making everything an example of Lacan's Answer bears this out: how do we desire? like this, this is how I do it. Problem is, in Zizek's desire, everything and everyone else is rationalised into his desire. But Zizek is a Leninist and they certainly don't like letting the ""subject"" speak for itself.<br /><br />The Pervert's Guide to the Cinema is a summation Zizek's love of dogma and is entirely unphilosophical even if it remains very political (what dogma isn't?). Zizek has never questioned exactly what his motives might be when embarking on an analysis, what he is trying to discover, because the terms of his exploration, and therefore his ethics in doing so, are never put into question.<br /><br />Zizek is extremely prolific but all his books and this film say the same thing. He's a kind of Henry Ford of cultural theory: mass-production and any colour as long as it's black. He is perfect for today's highly consumerist society: supposedly critical while giving people the same c-ap over and over and pretending that it is something different. This is popular because people largely prefer readymade answers to their problems - which capitalism always claims to provide - rather than investigating things with any serious consideration at all. Which is kind of like being brain dead. For me, Zizek's third Matrix pill is a suicide capsule.<br /><br />PS: I loved Zizek's solemn remark - presented as a revelation about cinema and humanity - that music in films can greatly affect people's sympathies. Did this only occur to Zizek after he watched Jaws?",0
"i saw this movie at the toronto film festival with fairly solid expectations. the movie has a great cast and was closing at the festival so it must be good, right? how wrong i was. <br /><br />i knew we were in trouble when before the film the director was talking about how when he was directing an episode of wiseguy he met an unknown actor named kevin spacey (a director/writer of wiseguy making his feature debut = blah)... well the director/writer of Edison must have some incriminating pictures of kevin spacey killing a homeless man, because i cannot see how he (along with the other actors in the film) would ever agree to be in this disaster. <br /><br />this movie is absolutely appalling! it's a mixture of every cop hard boiled cliché ever. there is nothing new with Edison. the acting was bad and the direction was even worse. it looked like that aforementioned episode of wiseguy. this was the best casted direct to video movie i've ever seen. <br /><br />some examples of just bad silly moments in Edison... morgan freeman dancing around his apartment for no reason to rock and roll music... justin timberlake getting creative criticism from his belle while his apartment is surrounded by candles... llcoolj driving a vintage firebird... 3 guys being shot in the head...<br /><br />this movie is the opposite of good.<br /><br />STAY AWAY FROM EDISON!",0
"Great movie - especially the music - Etta James - ""At Last"". This speaks volumes when you have finally found that special someone.",0
"That's the question you have to ask yourself when you watch this movie ""What was the point?"" This movie was nothing but an hour and a half of confusion with completely unlikable people (not going to use the word actors) and a script that you could tell didn't exist.<br /><br />One of the things that made me laugh the most about this movie was how it said ""Victorian story written by"" which means that there was actually a script to that part of the story. The entire victorian section had no dialogue, and was just comprised of shots of a guy staring at a girl and vice versa. Making that part of the movie as scripted as a camera left on at a train station.<br /><br />OK, time for the story. It starts out with a guy sitting in a chair never once getting out of it. Oh blocking, who needs you? These newspeople come to his house and practically beg him to tell this story about these dead girls. So he starts off the story in Victorian times. and here's how the scene goes (Guy and girl are in a field. pretty music starts to play) (guy stares at girl) (girl stares at guy) (guy stares at girl) cut back to movie. That's pretty much all that happens for about half the movie.<br /><br />The rest of the film is incredibly awkward dialogue about a bunch of models wanting to buy an apartment. So this real estate agent shows them one and when i say the dialogue is awkward i mean, if it were a dancer it would trip during the MACARENA. None of the characters in this movie are likable. The models are incredibly irritating, the victorian people don't talk, and the guy telling the story has the personality of a sack of onions. So eventually all the girls get killed off. and by killed off, i mean drug offscreen. ooh. you showed ONE death? and by death i mean holding her face till they put the blood makeup on? awesome.<br /><br />HOW this guy even knows this story baffles me. He says it's because he saw it. but how? there was no guy in that apartment! the door was locked shut with no way out, the windows were attached to a fire escape that was too rotten to work, how the HELL did he see all that? Oh plot holes. we DO love you. So the movie finishes up with the newswoman saying ""i think you made it up. you're wasting our time"" despite the fact that she begged him for the interview in the first place. Whatever. This movie was stupid, pointless, and made no sense with a lot of plot holes. I could go on and on about this movie, but i don't see the need. i'd much rather spend my time doing something uselful. Like widdle something. ""Hell's Threshold"" more belongs in purgatory with 2 dumb models. out of 10.",0
